model,kld
/fixedlr/bn/exponential/adversarial/deep-4/es/0/smoothgrad,3.5093359548773337
/fixedlr/bn/exponential/adversarial/deep-4/es/1/intgrad,3.559644769936483
/fixedlr/bn/exponential/adversarial/deep-4/es/1/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/es/1/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-4/es/2/intgrad,3.1955757494520793
/fixedlr/bn/exponential/adversarial/deep-4/es/2/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/es/2/smoothgrad,3.612798489193267
/fixedlr/bn/exponential/adversarial/deep-4/es/3/intgrad,3.453148924321045
/fixedlr/bn/exponential/adversarial/deep-4/es/3/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/es/3/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-4/es/4/intgrad,3.4250476421342064
/fixedlr/bn/exponential/adversarial/deep-4/es/4/saliency,3.4505425984983704
/fixedlr/bn/exponential/adversarial/deep-4/es/4/smoothgrad,3.384391371932647
/fixedlr/bn/exponential/adversarial/deep-4/final/0/intgrad,3.422021927849883
/fixedlr/bn/exponential/adversarial/deep-4/final/0/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/0/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/1/intgrad,3.5381172039809203
/fixedlr/bn/exponential/adversarial/deep-4/final/1/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/1/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/2/intgrad,3.6673091274739735
/fixedlr/bn/exponential/adversarial/deep-4/final/2/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/2/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/3/intgrad,3.646986099308264
/fixedlr/bn/exponential/adversarial/deep-4/final/3/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/3/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/4/intgrad,3.5521742738323394
/fixedlr/bn/exponential/adversarial/deep-4/final/4/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-4/final/4/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/0/intgrad,3.453919769285584
/fixedlr/bn/exponential/adversarial/deep-8/es/0/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/0/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/1/intgrad,3.607975182710098
/fixedlr/bn/exponential/adversarial/deep-8/es/1/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/1/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/2/intgrad,3.534589252054469
/fixedlr/bn/exponential/adversarial/deep-8/es/2/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/2/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/3/intgrad,3.5362309536181575
/fixedlr/bn/exponential/adversarial/deep-8/es/3/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/3/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/4/intgrad,3.1279464757926783
/fixedlr/bn/exponential/adversarial/deep-8/es/4/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/es/4/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/0/intgrad,3.733461829534207
/fixedlr/bn/exponential/adversarial/deep-8/final/0/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/0/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/1/intgrad,3.5596543314528084
/fixedlr/bn/exponential/adversarial/deep-8/final/1/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/1/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/2/intgrad,3.6012554456610766
/fixedlr/bn/exponential/adversarial/deep-8/final/2/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/2/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/3/intgrad,3.502769594086607
/fixedlr/bn/exponential/adversarial/deep-8/final/3/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/3/smoothgrad,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/4/intgrad,3.258927273381137
/fixedlr/bn/exponential/adversarial/deep-8/final/4/saliency,0.0
/fixedlr/bn/exponential/adversarial/deep-8/final/4/smoothgrad,3.313952759843195
/fixedlr/bn/exponential/input-mixup/deep-1/es/0/intgrad,3.1898981348488284
/fixedlr/bn/exponential/input-mixup/deep-1/es/0/saliency,3.349204492336288
/fixedlr/bn/exponential/input-mixup/deep-1/es/0/smoothgrad,3.386801244682647
/fixedlr/bn/exponential/input-mixup/deep-1/es/1/intgrad,3.0539531484753235
/fixedlr/bn/exponential/input-mixup/deep-1/es/1/saliency,3.3006930298461303
/fixedlr/bn/exponential/input-mixup/deep-1/es/1/smoothgrad,3.236422786158444
/fixedlr/bn/exponential/input-mixup/deep-1/es/2/intgrad,2.7906382587848406
/fixedlr/bn/exponential/input-mixup/deep-1/es/2/saliency,2.902466601097704
/fixedlr/bn/exponential/input-mixup/deep-1/es/2/smoothgrad,2.914314031253519
/fixedlr/bn/exponential/input-mixup/deep-1/es/3/intgrad,2.9433357981584822
/fixedlr/bn/exponential/input-mixup/deep-1/es/3/saliency,3.2393289884407754
/fixedlr/bn/exponential/input-mixup/deep-1/es/3/smoothgrad,3.1201185961807307
/fixedlr/bn/exponential/input-mixup/deep-1/es/4/intgrad,2.8849190882697933
/fixedlr/bn/exponential/input-mixup/deep-1/es/4/saliency,2.9190095224701107
/fixedlr/bn/exponential/input-mixup/deep-1/es/4/smoothgrad,2.895551176706486
/fixedlr/bn/exponential/input-mixup/deep-1/final/0/intgrad,2.625312644916218
/fixedlr/bn/exponential/input-mixup/deep-1/final/0/saliency,2.9155357413101397
/fixedlr/bn/exponential/input-mixup/deep-1/final/0/smoothgrad,2.818539011272994
/fixedlr/bn/exponential/input-mixup/deep-1/final/1/intgrad,2.740852331942487
/fixedlr/bn/exponential/input-mixup/deep-1/final/1/saliency,2.9265281265123297
/fixedlr/bn/exponential/input-mixup/deep-1/final/1/smoothgrad,2.8552151784816435
/fixedlr/bn/exponential/input-mixup/deep-1/final/2/intgrad,2.682504986106303
/fixedlr/bn/exponential/input-mixup/deep-1/final/2/saliency,2.8684723524380114
/fixedlr/bn/exponential/input-mixup/deep-1/final/2/smoothgrad,2.8447700347257348
/fixedlr/bn/exponential/input-mixup/deep-1/final/3/intgrad,2.5019633152778042
/fixedlr/bn/exponential/input-mixup/deep-1/final/3/saliency,2.547463391756175
/fixedlr/bn/exponential/input-mixup/deep-1/final/3/smoothgrad,2.5028776314513608
/fixedlr/bn/exponential/input-mixup/deep-1/final/4/intgrad,2.7345273653229594
/fixedlr/bn/exponential/input-mixup/deep-1/final/4/saliency,2.8233501556547678
/fixedlr/bn/exponential/input-mixup/deep-1/final/4/smoothgrad,2.7469914058251277
/fixedlr/bn/exponential/input-mixup/deep-4/es/0/intgrad,2.868946997066809
/fixedlr/bn/exponential/input-mixup/deep-4/es/0/saliency,2.937606849800248
/fixedlr/bn/exponential/input-mixup/deep-4/es/0/smoothgrad,3.069032859943827
/fixedlr/bn/exponential/input-mixup/deep-4/es/1/intgrad,2.48744181025906
/fixedlr/bn/exponential/input-mixup/deep-4/es/1/saliency,2.5740732420551478
/fixedlr/bn/exponential/input-mixup/deep-4/es/1/smoothgrad,2.6370712358589694
/fixedlr/bn/exponential/input-mixup/deep-4/es/2/intgrad,2.713533551149594
/fixedlr/bn/exponential/input-mixup/deep-4/es/2/saliency,2.8459866827540985
/fixedlr/bn/exponential/input-mixup/deep-4/es/2/smoothgrad,2.887255703002286
/fixedlr/bn/exponential/input-mixup/deep-4/es/3/intgrad,3.1888096430755044
/fixedlr/bn/exponential/input-mixup/deep-4/es/3/saliency,3.393417390506239
/fixedlr/bn/exponential/input-mixup/deep-4/es/3/smoothgrad,3.394860904876679
/fixedlr/bn/exponential/input-mixup/deep-4/es/4/intgrad,2.943555115145052
/fixedlr/bn/exponential/input-mixup/deep-4/es/4/saliency,3.1511554939241018
/fixedlr/bn/exponential/input-mixup/deep-4/es/4/smoothgrad,3.157577977464285
/fixedlr/bn/exponential/input-mixup/deep-4/final/0/intgrad,2.567780199521841
/fixedlr/bn/exponential/input-mixup/deep-4/final/0/saliency,3.392763274925448
/fixedlr/bn/exponential/input-mixup/deep-4/final/0/smoothgrad,2.789219998319154
/fixedlr/bn/exponential/input-mixup/deep-4/final/1/intgrad,2.5270946392877227
/fixedlr/bn/exponential/input-mixup/deep-4/final/1/saliency,2.925298339689517
/fixedlr/bn/exponential/input-mixup/deep-4/final/1/smoothgrad,2.7525339654729257
/fixedlr/bn/exponential/input-mixup/deep-4/final/2/intgrad,2.470695064394806
/fixedlr/bn/exponential/input-mixup/deep-4/final/2/saliency,3.1207596874972516
/fixedlr/bn/exponential/input-mixup/deep-4/final/2/smoothgrad,2.9441907597762516
/fixedlr/bn/exponential/input-mixup/deep-4/final/3/intgrad,2.673041456824083
/fixedlr/bn/exponential/input-mixup/deep-4/final/3/saliency,3.662251448377044
/fixedlr/bn/exponential/input-mixup/deep-4/final/3/smoothgrad,2.9455836412173677
/fixedlr/bn/exponential/input-mixup/deep-4/final/4/intgrad,2.5513360696795644
/fixedlr/bn/exponential/input-mixup/deep-4/final/4/saliency,0.0
/fixedlr/bn/exponential/input-mixup/deep-4/final/4/smoothgrad,2.894774324425727
/fixedlr/bn/exponential/input-mixup/deep-8/es/0/intgrad,2.7447722599776143
/fixedlr/bn/exponential/input-mixup/deep-8/es/0/saliency,3.056571031235344
/fixedlr/bn/exponential/input-mixup/deep-8/es/0/smoothgrad,3.0308123978621793
/fixedlr/bn/exponential/input-mixup/deep-8/es/1/intgrad,2.6303191779144397
/fixedlr/bn/exponential/input-mixup/deep-8/es/1/saliency,2.8991842949996607
/fixedlr/bn/exponential/input-mixup/deep-8/es/1/smoothgrad,2.9978800442361746
/fixedlr/bn/exponential/input-mixup/deep-8/es/2/intgrad,2.505554897825266
/fixedlr/bn/exponential/input-mixup/deep-8/es/2/saliency,3.182630878216824
/fixedlr/bn/exponential/input-mixup/deep-8/es/2/smoothgrad,2.98732674449331
/fixedlr/bn/exponential/input-mixup/deep-8/es/3/intgrad,2.723973987445772
/fixedlr/bn/exponential/input-mixup/deep-8/es/3/saliency,2.964930529029378
/fixedlr/bn/exponential/input-mixup/deep-8/es/3/smoothgrad,3.0887440322623085
/fixedlr/bn/exponential/input-mixup/deep-8/es/4/intgrad,2.8346677536799576
/fixedlr/bn/exponential/input-mixup/deep-8/es/4/saliency,3.109563529459868
/fixedlr/bn/exponential/input-mixup/deep-8/es/4/smoothgrad,3.3150638021739156
/fixedlr/bn/exponential/input-mixup/deep-8/final/0/intgrad,2.323913596663711
/fixedlr/bn/exponential/input-mixup/deep-8/final/0/saliency,0.0
/fixedlr/bn/exponential/input-mixup/deep-8/final/0/smoothgrad,2.6722846382967647
/fixedlr/bn/exponential/input-mixup/deep-8/final/1/intgrad,2.2261048371732275
/fixedlr/bn/exponential/input-mixup/deep-8/final/1/saliency,0.0
/fixedlr/bn/exponential/input-mixup/deep-8/final/1/smoothgrad,0.0
/fixedlr/bn/exponential/input-mixup/deep-8/final/2/intgrad,2.4016215438635298
/fixedlr/bn/exponential/input-mixup/deep-8/final/2/saliency,0.0
/fixedlr/bn/exponential/input-mixup/deep-8/final/2/smoothgrad,2.956621436377188
/fixedlr/bn/exponential/input-mixup/deep-8/final/3/intgrad,2.464054199692813
/fixedlr/bn/exponential/input-mixup/deep-8/final/3/saliency,0.0
/fixedlr/bn/exponential/input-mixup/deep-8/final/3/smoothgrad,0.0
/fixedlr/bn/exponential/input-mixup/deep-8/final/4/intgrad,2.5233432328403027
/fixedlr/bn/exponential/input-mixup/deep-8/final/4/saliency,3.2584985605197705
/fixedlr/bn/exponential/input-mixup/deep-8/final/4/smoothgrad,2.8248925573321033
/fixedlr/bn/exponential/input-noise/deep-1/es/0/intgrad,2.9006592089508736
/fixedlr/bn/exponential/input-noise/deep-1/es/0/saliency,3.092021922711165
/fixedlr/bn/exponential/input-noise/deep-1/es/0/smoothgrad,3.1066232547113457
/fixedlr/bn/exponential/input-noise/deep-1/es/1/intgrad,1.9625806179011283
/fixedlr/bn/exponential/input-noise/deep-1/es/1/saliency,3.0466644954131605
/fixedlr/bn/exponential/input-noise/deep-1/es/1/smoothgrad,3.0473503869109577
/fixedlr/bn/exponential/input-noise/deep-1/es/2/intgrad,3.4237958359367826
/fixedlr/bn/exponential/input-noise/deep-1/es/2/saliency,3.241676611188199
/fixedlr/bn/exponential/input-noise/deep-1/es/2/smoothgrad,3.2036449457865275
/fixedlr/bn/exponential/input-noise/deep-1/es/3/intgrad,3.2581455953829557
/fixedlr/bn/exponential/input-noise/deep-1/es/3/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-1/es/3/smoothgrad,3.183344352590395
/fixedlr/bn/exponential/input-noise/deep-1/es/4/intgrad,3.1572457324757
/fixedlr/bn/exponential/input-noise/deep-1/es/4/saliency,3.054913128572801
/fixedlr/bn/exponential/input-noise/deep-1/es/4/smoothgrad,3.0485637558784693
/fixedlr/bn/exponential/input-noise/deep-1/final/0/intgrad,2.685986137176189
/fixedlr/bn/exponential/input-noise/deep-1/final/0/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-1/final/0/smoothgrad,3.240564127362841
/fixedlr/bn/exponential/input-noise/deep-1/final/1/intgrad,3.2055741608267985
/fixedlr/bn/exponential/input-noise/deep-1/final/1/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-1/final/1/smoothgrad,3.0442461902405196
/fixedlr/bn/exponential/input-noise/deep-1/final/2/intgrad,3.3100933559452272
/fixedlr/bn/exponential/input-noise/deep-1/final/2/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-1/final/2/smoothgrad,3.218091707136997
/fixedlr/bn/exponential/input-noise/deep-1/final/3/intgrad,3.2547440967967063
/fixedlr/bn/exponential/input-noise/deep-1/final/3/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-1/final/3/smoothgrad,3.1595774991065997
/fixedlr/bn/exponential/input-noise/deep-1/final/4/intgrad,3.252554713845722
/fixedlr/bn/exponential/input-noise/deep-1/final/4/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-1/final/4/smoothgrad,3.3457526771083885
/fixedlr/bn/exponential/input-noise/deep-4/es/0/intgrad,3.3921991434502936
/fixedlr/bn/exponential/input-noise/deep-4/es/0/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/es/0/smoothgrad,3.40626990550397
/fixedlr/bn/exponential/input-noise/deep-4/es/1/intgrad,3.390222685037544
/fixedlr/bn/exponential/input-noise/deep-4/es/1/saliency,3.530329318538002
/fixedlr/bn/exponential/input-noise/deep-4/es/1/smoothgrad,3.34487509677823
/fixedlr/bn/exponential/input-noise/deep-4/es/2/intgrad,3.1719395519846234
/fixedlr/bn/exponential/input-noise/deep-4/es/2/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/es/2/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-4/es/3/intgrad,3.4569000659198754
/fixedlr/bn/exponential/input-noise/deep-4/es/3/saliency,3.789138433234348
/fixedlr/bn/exponential/input-noise/deep-4/es/3/smoothgrad,3.4499742088525007
/fixedlr/bn/exponential/input-noise/deep-4/es/4/intgrad,3.33292786247027
/fixedlr/bn/exponential/input-noise/deep-4/es/4/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/es/4/smoothgrad,3.391580685575947
/fixedlr/bn/exponential/input-noise/deep-4/final/0/intgrad,2.8094392597910702
/fixedlr/bn/exponential/input-noise/deep-4/final/0/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/0/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/1/intgrad,2.181024732299609
/fixedlr/bn/exponential/input-noise/deep-4/final/1/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/1/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/2/intgrad,3.012544207240073
/fixedlr/bn/exponential/input-noise/deep-4/final/2/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/2/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/3/intgrad,2.7282123898912376
/fixedlr/bn/exponential/input-noise/deep-4/final/3/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/3/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/4/intgrad,3.0885099522224913
/fixedlr/bn/exponential/input-noise/deep-4/final/4/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-4/final/4/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/es/0/intgrad,3.2936960920435743
/fixedlr/bn/exponential/input-noise/deep-8/es/0/saliency,3.3861404835935636
/fixedlr/bn/exponential/input-noise/deep-8/es/0/smoothgrad,3.2075253382592654
/fixedlr/bn/exponential/input-noise/deep-8/es/1/intgrad,3.3716186589319257
/fixedlr/bn/exponential/input-noise/deep-8/es/1/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/es/1/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/es/2/intgrad,3.503378132203351
/fixedlr/bn/exponential/input-noise/deep-8/es/2/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/es/2/smoothgrad,3.6267848150522517
/fixedlr/bn/exponential/input-noise/deep-8/es/3/intgrad,3.4145023334008693
/fixedlr/bn/exponential/input-noise/deep-8/es/3/saliency,3.6646505260181397
/fixedlr/bn/exponential/input-noise/deep-8/es/3/smoothgrad,3.3509178233721792
/fixedlr/bn/exponential/input-noise/deep-8/es/4/intgrad,3.278803647603396
/fixedlr/bn/exponential/input-noise/deep-8/es/4/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/es/4/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/0/intgrad,2.0014243113820416
/fixedlr/bn/exponential/input-noise/deep-8/final/0/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/0/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/1/intgrad,2.650139214142623
/fixedlr/bn/exponential/input-noise/deep-8/final/1/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/1/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/2/intgrad,3.1658331204083243
/fixedlr/bn/exponential/input-noise/deep-8/final/2/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/2/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/3/intgrad,2.6457828600264657
/fixedlr/bn/exponential/input-noise/deep-8/final/3/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/3/smoothgrad,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/4/intgrad,3.241246846581096
/fixedlr/bn/exponential/input-noise/deep-8/final/4/saliency,0.0
/fixedlr/bn/exponential/input-noise/deep-8/final/4/smoothgrad,0.0
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/0/intgrad,2.5249924798092915
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/0/saliency,2.4479829952667234
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/0/smoothgrad,2.7460049857865583
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/1/intgrad,3.4489844393309417
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/1/saliency,2.476749564616676
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/1/smoothgrad,2.5823114812261343
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/2/intgrad,3.121738281763267
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/2/saliency,2.466654207741093
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/2/smoothgrad,2.6201121246433363
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/3/intgrad,3.0065992169415967
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/3/saliency,2.2036833406575136
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/3/smoothgrad,2.3733434966537374
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/4/intgrad,3.394899325186941
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/4/saliency,2.4988992274519064
/fixedlr/bn/exponential/manifold-mixup/deep-1/es/4/smoothgrad,2.6589086595251485
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/0/intgrad,2.202371249161039
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/0/saliency,2.4383042924532137
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/0/smoothgrad,2.705221235388867
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/1/intgrad,3.290451666858005
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/1/saliency,2.602242403215616
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/1/smoothgrad,2.8942899687108383
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/2/intgrad,3.2040729094457783
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/2/saliency,2.4395145375833462
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/2/smoothgrad,2.4024333983784443
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/3/intgrad,2.36695100007375
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/3/saliency,2.218702893791121
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/3/smoothgrad,2.3989954645476894
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/4/intgrad,2.925727362275511
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/4/saliency,2.4031338220635035
/fixedlr/bn/exponential/manifold-mixup/deep-1/final/4/smoothgrad,2.6594367553227225
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/0/intgrad,2.3632589498534498
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/0/saliency,2.9215988516102187
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/0/smoothgrad,2.9602726983198484
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/1/intgrad,2.4069572581377083
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/1/saliency,1.8568531551617316
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/1/smoothgrad,2.183043331736078
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/2/intgrad,2.7853344016470443
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/2/saliency,2.991953470956405
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/2/smoothgrad,3.1115992775840393
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/3/intgrad,2.4294723428429728
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/3/saliency,2.8708035260671836
/fixedlr/bn/exponential/manifold-mixup/deep-4/es/3/smoothgrad,3.0454099954052674
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/0/intgrad,2.8699912719986576
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/0/saliency,2.594224323959741
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/0/smoothgrad,3.0575615049110536
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/1/intgrad,2.41554048195503
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/1/saliency,2.260645971505371
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/1/smoothgrad,2.527453128262402
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/2/intgrad,2.4798803071609403
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/2/saliency,2.2869611022683816
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/2/smoothgrad,2.8501649397715467
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/3/intgrad,2.5647755649604247
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/3/saliency,2.4639708053682505
/fixedlr/bn/exponential/manifold-mixup/deep-4/final/3/smoothgrad,2.94944308918861
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/0/intgrad,2.807494716873074
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/0/saliency,2.3748902024749348
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/0/smoothgrad,2.6853419545480013
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/1/intgrad,2.939410089711124
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/1/saliency,2.3039201065043415
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/1/smoothgrad,2.3269388541977922
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/2/intgrad,2.8352493413069646
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/2/saliency,3.0903255174317
/fixedlr/bn/exponential/manifold-mixup/deep-8/es/2/smoothgrad,3.169627625900105
/fixedlr/bn/exponential/manifold-mixup/deep-8/final/0/intgrad,2.539581964427366
/fixedlr/bn/exponential/manifold-mixup/deep-8/final/0/saliency,2.3882518941232695
